,uidA,uidB,Predicted Classes,Probability Score,Regression Value,mean_prob_aff,stringdb_check,score_norm,uidA_irefindex,uidB_irefindex,method,Host_organism_taxid,numParticipants,irefindex_check,GeneA,GeneB,OP_A,OP_B,OP_check
353531,P12931,Q96KQ4,1,0.551219512195122,0.401632812006179,0.4764261621006505,0,,,,,,,0,SRC,PPP1R13B,1,0,1
353804,Q8IZQ8,Q9UNN8,1,0.551219512195122,0.4016328910608474,0.4764262016279846,0,,,,,,,0,MYOCD,PROCR,0,1,1
354988,A0A0B4J1U4,P12643,1,0.551219512195122,0.4016328566222772,0.4764261844086996,0,,,,,,,0,TRGV5,BMP2,0,1,1
354993,O14520,P25940,1,0.551219512195122,0.4016328072789253,0.4764261597370236,0,,,,,,,0,AQP7,COL5A3,0,1,1
355504,A6NGD5,Q9BQB4,1,0.551219512195122,0.4016329565481411,0.4764262343716315,0,,,,,,,0,ZSCAN5C,SOST,0,1,1
356104,P02452,P49682,1,0.551219512195122,0.4016329598691865,0.4764262360321543,0,,,,,,,0,COL1A1,CXCR3,1,0,1
356228,P08123,Q9P0Z9,1,0.551219512195122,0.4016329511670456,0.4764262316810838,0,,,,,,,0,COL1A2,PIPOX,1,0,1
357228,Q8TDR0,Q9BQB4,1,0.551219512195122,0.4016328447624835,0.4764261784788027,0,,,,,,,0,TRAF3IP1,SOST,0,1,1
357635,P17612,Q86SS6,1,0.551219512195122,0.4016331347400705,0.4764263234675963,0,,,,,,,0,PRKACA,SYT9,1,0,1
357656,A0A0J9YX57,Q9Y4K3,1,0.551219512195122,0.4016331043077064,0.4764263082514142,0,,,,,,,0,MAGEB6B,TRAF6,0,1,1
357710,Q16539,Q9BQI7,1,0.551219512195122,0.4016329625956941,0.476426237395408,0,,,,,,,0,MAPK14,PSD2,1,0,1
358114,P25940,Q96Q27,1,0.526829268292683,0.4016811635603575,0.4642552159265202,0,,,,,,,0,COL5A3,ASB2,1,0,1
358179,P03372,Q8IYH5,1,0.526829268292683,0.401633231494941,0.464231249893812,0,,,,,,,0,ESR1,ZZZ3,1,0,1
358825,P12524,Q99727,1,0.551219512195122,0.401633228296444,0.476426370245783,0,,,,,,,0,MYCL,TIMP4,1,0,1
359231,P25940,Q6PF15,1,0.551219512195122,0.4016328301980351,0.4764261711965785,0,,,,,,,0,COL5A3,KLHL35,1,0,1
360384,A8MTL0,P02461,1,0.526829268292683,0.4016811897582075,0.4642552290254452,0,,,,,,,0,IQCF5,COL3A1,0,1,1
360709,O15056,P29474,1,0.551219512195122,0.4016328824072049,0.4764261973011634,0,,,,,,,0,SYNJ2,NOS3,0,1,1
360802,Q04206,Q96BR5,1,0.551219512195122,0.4016329301292559,0.4764262211621889,0,,,,,,,0,RELA,COA7,1,0,1
361191,P01106,Q96K58,1,0.551219512195122,0.4016330947379152,0.4764263034665186,0,,,,,,,0,MYC,ZNF668,1,0,1
361775,P31749,Q96BP3,1,0.551219512195122,0.4016331759446318,0.4764263440698769,0,,,,,,,0,AKT1,PPWD1,1,0,1
362001,P02452,Q9BRV3,1,0.551219512195122,0.4016329151368146,0.4764262136659682,0,,,,,,,0,COL1A1,SLC50A1,1,0,1
362280,P10451,Q9BYQ4,1,0.5219512195121951,0.4014415242947974,0.4616963719034962,0,,,,,,,0,SPP1,KRTAP9-2,1,0,1
362731,P17612,Q9P2N2,1,0.551219512195122,0.4016327856139007,0.4764261489045113,0,,,,,,,0,PRKACA,ARHGAP28,1,0,1
363330,P49841,Q6N043,1,0.551219512195122,0.4016329569877906,0.4764262345914563,0,,,,,,,0,GSK3B,ZNF280D,1,0,1
364177,P05997,Q8NFZ8,1,0.551219512195122,0.4016331483017504,0.4764263302484361,0,,,,,,,0,COL5A2,CADM4,1,0,1
364235,P20908,Q92622,1,0.5219512195121951,0.4016811770343491,0.4618161982732721,0,,,,,,,0,COL5A1,RUBCN,1,0,1
364943,A6NKC9,P02452,1,0.551219512195122,0.4016329257920426,0.4764262189935823,0,,,,,,,0,SH2D7,COL1A1,0,1,1
365364,P28482,P28482,1,0.9414634146341464,0.4041794006986534,0.6728214076663999,0,,P28482,P28482,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2.0,1,MAPK1,MAPK1,1,1,1
366156,P25940,Q9H6T0,1,0.526829268292683,0.4016814164884405,0.4642553423905617,0,,,,,,,0,COL5A3,ESRP2,1,0,1
369202,Q16539,Q9UHV5,1,0.551219512195122,0.4016329593759711,0.4764262357855465,0,,,,,,,0,MAPK14,RAPGEFL1,1,0,1
369896,P02452,Q330K2,1,0.551219512195122,0.4016330013212183,0.4764262567581702,0,,,,,,,0,COL1A1,NDUFAF6,1,0,1
370233,Q02978,Q9Y4K3,1,0.551219512195122,0.4016329378500374,0.4764262250225797,0,,,,,,,0,SLC25A11,TRAF6,0,1,1
370566,P12319,P25940,1,0.551219512195122,0.4016330126399701,0.476426262417546,0,,,,,,,0,FCER1A,COL5A3,0,1,1
370689,P05412,Q0VAQ4,1,0.551219512195122,0.4016329623094077,0.4764262372522648,0,,,,,,,0,JUN,SMAGP,1,0,1
371052,O60701,Q16539,1,0.551219512195122,0.4016331874472375,0.4764263498211797,0,,,,,,,0,UGDH,MAPK14,0,1,1
371148,P20908,Q9NP60,1,0.526829268292683,0.4016811777959724,0.4642552230443276,0,,,,,,,0,COL5A1,IL1RAPL2,1,0,1
371958,P41180,Q86TB3,1,0.526829268292683,0.4016812091786014,0.4642552387356422,0,,,,,,,0,CASR,ALPK2,1,0,1
372055,P04004,Q6T4R5,1,0.551219512195122,0.4016328425708289,0.4764261773829754,0,,,,,,,0,VTN,NHS,1,0,1
372521,A6NKW6,Q04206,1,0.551219512195122,0.4016330672296859,0.4764262897124039,0,,,,,,,0,SHISAL2B,RELA,0,1,1
372862,P28482,Q14203,1,0.551219512195122,0.401632905438492,0.476426208816807,0,,,,,,,0,MAPK1,DCTN1,1,0,1
373812,P05997,Q3KPI0,1,0.551219512195122,0.401633030950249,0.4764262715726854,0,,,,,,,0,COL5A2,CEACAM21,1,0,1
375505,A0A1B0GUW6,P12931,1,0.551219512195122,0.4016329451851423,0.4764262286901322,0,,,,,,,0,SPEM3,SRC,0,1,1
375634,P02452,Q15777,1,0.551219512195122,0.4016329051022715,0.4764262086486968,0,,,,,,,0,COL1A1,MPPED2,1,0,1
376527,P34972,Q9Y4R8,1,0.551219512195122,0.4016328276534825,0.4764261699243022,0,,,,,,,0,CNR2,TELO2,1,0,1
376825,P04198,Q5TGJ6,1,0.551219512195122,0.4016333241744956,0.4764264181848088,0,,,,,,,0,MYCN,HDGFL1,1,0,1
377100,P49841,Q13310,1,0.551219512195122,0.4016329635166844,0.4764262378559032,0,,,,,,,0,GSK3B,PABPC4,1,0,1
377210,Q16539,Q6P4F7,1,0.551219512195122,0.4016328688813255,0.4764261905382237,0,,,,,,,0,MAPK14,ARHGAP11A,1,0,1
377252,P08123,Q6UXN2,1,0.526829268292683,0.4016811435132719,0.4642552059029774,0,,,,,,,0,COL1A2,TREML4,1,0,1
378451,O75330,P42574,1,0.551219512195122,0.4016331342311534,0.4764263232131377,0,,,,,,,0,HMMR,CASP3,0,1,1
378529,P07333,P07333,1,0.8097560975609756,0.3896614043809679,0.5997087509709718,0,,,,,,,0,CSF1R,CSF1R,1,1,1
378679,P02461,Q9P2M1,1,0.526829268292683,0.401681307789547,0.464255288041115,0,,,,,,,0,COL3A1,LRP2BP,1,0,1
378824,E5RJM6,P05997,1,0.526829268292683,0.401681270178693,0.4642552692356879,0,,,,,,,0,ANKRD65,COL5A2,0,1,1
379919,P05412,P0CG23,1,0.551219512195122,0.4016330092179054,0.4764262607065137,1,0.0153121319199057,,,,,,0,JUN,ZNF853,1,0,1
379985,P31749,Q07343,1,0.551219512195122,0.4016332020029357,0.4764263570990288,0,,,,,,,0,AKT1,PDE4B,1,0,1
380566,P23219,Q5VSG8,1,0.551219512195122,0.4016330020945522,0.4764262571448371,0,,,,,,,0,PTGS1,MANEAL,1,0,1
380662,P08123,Q3SXZ3,1,0.551219512195122,0.4016328808432369,0.4764261965191794,0,,,,,,,0,COL1A2,ZNF718,1,0,1
380723,Q14973,Q9Y4K3,1,0.551219512195122,0.4016331015865301,0.476426306890826,0,,,,,,,0,SLC10A1,TRAF6,0,1,1
380964,O75716,P12643,1,0.551219512195122,0.4016331516989716,0.4764263319470468,0,,,,,,,0,STK16,BMP2,0,1,1
382237,A6NJV1,P01106,1,0.551219512195122,0.4016330214426372,0.4764262668188795,0,,,,,,,0,FAM166C,MYC,0,1,1
382270,P05997,Q9H0C1,1,0.526829268292683,0.4016811856498368,0.4642552269712598,0,,,,,,,0,COL5A2,ZMYND12,1,0,1
383016,P43235,Q7L775,1,0.551219512195122,0.4016332310557167,0.4764263716254193,0,,,,,,,0,CTSK,EPM2AIP1,1,0,1
384346,P02452,Q9H6L2,1,0.551219512195122,0.4016328817168778,0.4764261969559998,0,,,,,,,0,COL1A1,TMEM231,1,0,1
384448,P04637,Q6UWI4,1,0.526829268292683,0.4016331407032367,0.4642312044979598,0,,,,,,,0,TP53,SHISA2,1,0,1
384575,P01106,P54278,1,0.551219512195122,0.4016327920413184,0.4764261521182202,0,,,,,,,0,MYC,PMS2,1,0,1
384968,P25940,Q9NVV5,1,0.551219512195122,0.4016328537723281,0.4764261829837251,0,,,,,,,0,COL5A3,AIG1,1,0,1
384978,P05997,P0DQD5,1,0.551219512195122,0.4016329364037163,0.4764262242994191,0,,,,,,,0,COL5A2,NPY4R2,1,0,1
386353,O75027,P04004,1,0.551219512195122,0.4016331144641812,0.4764263133296516,0,,,,,,,0,ABCB7,VTN,0,1,1
386858,Q8TEY5,Q9BQB4,1,0.551219512195122,0.4016329469712094,0.4764262295831657,0,,,,,,,0,CREB3L4,SOST,0,1,1
387938,P12270,P18075,1,0.5219512195121951,0.4016810515005264,0.4618161355063608,0,,,,,,,0,TPR,BMP7,0,1,1
388386,P02452,P27352,1,0.551219512195122,0.4016329305775342,0.476426221386328,0,,,,,,,0,COL1A1,CBLIF,1,0,1
388490,P25940,Q9H4A9,1,0.551219512195122,0.4016328368884486,0.4764261745417852,0,,,,,,,0,COL5A3,DPEP2,1,0,1
388928,P04198,P84077,1,0.551219512195122,0.4016330211847542,0.4764262666899381,0,,,,,,,0,MYCN,ARF1,1,0,1
389447,P08123,Q15397,1,0.551219512195122,0.401633007513941,0.4764262598545314,0,,,,,,,0,COL1A2,PUM3,1,0,1
389638,Q8TDN6,Q9UNN8,1,0.551219512195122,0.4016332434273471,0.4764263778112345,0,,,,,,,0,BRIX1,PROCR,0,1,1
389831,P10415,Q9P2M7,1,0.551219512195122,0.4016328188154671,0.4764261655052945,0,,,,,,,0,BCL2,CGN,1,0,1
390846,P05997,Q5H9J9,1,0.551219512195122,0.4016329897523406,0.4764262509737312,0,,,,,,,0,COL5A2,TCP11X2,1,0,1
391290,P18075,Q9ULE4,1,0.551219512195122,0.4016329530944891,0.4764262326448055,0,,,,,,,0,BMP7,FAM184B,1,0,1
391514,P25940,Q7M4L6,1,0.551219512195122,0.4016327868775668,0.4764261495363444,0,,,,,,,0,COL5A3,SHF,1,0,1
391576,Q9HAS0,Q9Y4K3,1,0.551219512195122,0.4016331561058873,0.4764263341505046,0,,,,,,,0,C17orf75,TRAF6,0,1,1
391807,P08123,Q8NHY0,1,0.551219512195122,0.4016328904469634,0.4764262013210427,0,,,,,,,0,COL1A2,B4GALNT2,1,0,1
393191,P20908,Q6N069,1,0.551219512195122,0.4016329337195853,0.4764262229573536,0,,,,,,,0,COL5A1,NAA16,1,0,1
393303,P35354,Q92889,1,0.551219512195122,0.4016329934322631,0.4764262528136925,0,,,,,,,0,PTGS2,ERCC4,1,0,1
393381,P08123,Q8WWZ8,1,0.551219512195122,0.4016331963384111,0.4764263542667665,0,,,,,,,0,COL1A2,OIT3,1,0,1
393449,P04637,Q8TF50,1,0.551219512195122,0.401632991150637,0.4764262516728795,0,,,,,,,0,TP53,ZNF526,1,0,1
394138,P05997,P15121,1,0.551219512195122,0.4016330630591768,0.4764262876271494,0,,,,,,,0,COL5A2,AKR1B1,1,0,1
394605,P08123,Q96PG2,1,0.526829268292683,0.4016811949219801,0.4642552316073315,0,,,,,,,0,COL1A2,MS4A10,1,0,1
395269,P02461,Q9HBV1,1,0.551219512195122,0.4016328450184093,0.4764261786067656,0,,,,,,,0,COL3A1,POPDC3,1,0,1
395627,P01742,P04198,1,0.551219512195122,0.4016330259043616,0.4764262690497418,0,,,,,,,0,IGHV1-69,MYCN,0,1,1
395972,P08123,P0DMS8,1,0.551219512195122,0.4016329300393368,0.4764262211172294,0,,,,,,,0,COL1A2,ADORA3,1,0,1
396200,P12524,P35680,1,0.551219512195122,0.4016330592602693,0.4764262857276956,0,,,,,,,0,MYCL,HNF1B,1,0,1
396585,P02461,Q96G91,1,0.551219512195122,0.4016329214243251,0.4764262168097235,0,,,,,,,0,COL3A1,P2RY11,1,0,1
396630,P02452,P12235,1,0.551219512195122,0.401633098682414,0.4764263054387679,0,,,,,,,0,COL1A1,SLC25A4,1,0,1
396845,O14788,Q7RTN6,1,0.526829268292683,0.4016332059646945,0.4642312371286887,0,,,,,,,0,TNFSF11,STRADA,1,0,1
397353,A0A0B4J245,P04198,1,0.551219512195122,0.4016330102531265,0.4764262612241242,0,,,,,,,0,TRAV12-1,MYCN,0,1,1
397358,P02461,Q86TM6,1,0.551219512195122,0.4016330352029376,0.4764262736990298,0,,,,,,,0,COL3A1,SYVN1,1,0,1
397487,P17612,Q9ULE4,1,0.551219512195122,0.4016329248873264,0.4764262185412242,0,,,,,,,0,PRKACA,FAM184B,1,0,1
397572,P08123,Q13163,1,0.526829268292683,0.4016332646210361,0.4642312664568595,0,,,,,,,0,COL1A2,MAP2K5,1,0,1
397898,Q96DC7,Q9UNN8,1,0.551219512195122,0.4016329532177125,0.4764262327064172,0,,,,,,,0,TMCO6,PROCR,0,1,1
398066,P02461,Q96G74,1,0.551219512195122,0.4016329168377549,0.4764262145164384,0,,,,,,,0,COL3A1,OTUD5,1,0,1
399285,O95202,P10415,1,0.551219512195122,0.4016330395464964,0.4764262758708092,0,,,,,,,0,LETM1,BCL2,0,1,1
400008,P05997,Q16563,1,0.551219512195122,0.4016328792451861,0.476426195720154,0,,,,,,,0,COL5A2,SYPL1,1,0,1
400793,P06401,Q9Y6P5,1,0.551219512195122,0.4016329948708513,0.4764262535329866,0,,,,,,,0,PGR,SESN1,1,0,1
400970,P12524,Q96JA4,1,0.551219512195122,0.4016330308689926,0.4764262715320573,0,,,,,,,0,MYCL,MS4A14,1,0,1
401151,P02452,Q9Y2Z4,1,0.551219512195122,0.4016329414012589,0.4764262267981904,0,,,,,,,0,COL1A1,YARS2,1,0,1
401593,P12643,P51580,1,0.526829268292683,0.4016330552350538,0.4642311617638683,0,,,,,,,0,BMP2,TPMT,1,0,1
401653,P01258,Q5VSR9,1,0.526829268292683,0.4016334715229512,0.4642313699078171,0,,,,,,,0,CALCA,SPANXN1,1,0,1
401886,P02461,Q9H093,1,0.551219512195122,0.4016329951347283,0.4764262536649251,0,,,,,,,0,COL3A1,NUAK2,1,0,1
402250,Q9BQB4,Q9H6Z4,1,0.551219512195122,0.4016329418065883,0.4764262270008551,0,,,,,,,0,SOST,RANBP3,1,0,1
402611,P43235,Q9UI42,1,0.551219512195122,0.4016328419859287,0.4764261770905253,0,,,,,,,0,CTSK,CPA4,1,0,1
402784,P08123,Q6ZVX7,1,0.526829268292683,0.4016811816304106,0.4642552249615468,0,,,,,,,0,COL1A2,NCCRP1,1,0,1
403548,I3L273,P10451,1,0.551219512195122,0.401632983717846,0.476426247956484,0,,,,,,,0,GFY,SPP1,0,1,1
405366,P04004,Q5VXJ0,1,0.5365853658536585,0.4016333308942698,0.4691093483739641,0,,,,,,,0,VTN,LIPK,1,0,1
406155,P06401,Q86VH2,1,0.551219512195122,0.4016328209860966,0.4764261665906093,0,,,,,,,0,PGR,KIF27,1,0,1
406202,P02452,Q6UW02,1,0.551219512195122,0.4016331505610347,0.4764263313780783,0,,,,,,,0,COL1A1,CYP20A1,1,0,1
406541,Q9H208,Q9Y4K3,1,0.551219512195122,0.4016331352423377,0.4764263237187298,0,,,,,,,0,OR10A2,TRAF6,0,1,1
406909,P02461,Q11203,1,0.551219512195122,0.4016328767770384,0.4764261944860802,0,,,,,,,0,COL3A1,ST3GAL3,1,0,1
406925,Q14576,Q9Y4K3,1,0.526829268292683,0.4016331183818824,0.4642311933372827,0,,,,,,,0,ELAVL3,TRAF6,0,1,1
407092,P01258,Q5U649,1,0.526829268292683,0.4016331672478272,0.4642312177702551,0,,,,,,,0,CALCA,C12orf60,1,0,1
407096,Q04917,Q9Y4K3,1,0.526829268292683,0.4016332383345173,0.4642312533136001,0,,,,,,,0,YWHAH,TRAF6,0,1,1
409030,O14788,Q14184,1,0.551219512195122,0.4016329436989228,0.4764262279470224,0,,,,,,,0,TNFSF11,DOC2B,1,0,1
411376,A6H8Y1,P05997,1,0.5219512195121951,0.4016810508030428,0.461816135157619,0,,,,,,,0,BDP1,COL5A2,0,1,1
412279,P02452,P78348,1,0.5219512195121951,0.4016813808766311,0.4618163001944131,0,,,,,,,0,COL1A1,ASIC1,1,0,1
412289,P19838,Q969I3,1,0.5219512195121951,0.4016811312341589,0.461816175373177,0,,,,,,,0,NFKB1,GLYATL1,1,0,1
412558,P04198,Q96HF1,1,0.526829268292683,0.4016331329955422,0.4642312006441126,0,,,,,,,0,MYCN,SFRP2,1,0,1
413183,Q16539,Q16539,1,0.9707317073170731,0.4135313958527796,0.6921315515849263,0,,,,,,,0,MAPK14,MAPK14,1,1,1
413384,Q9P1V8,Q9Y4K3,1,0.551219512195122,0.4016329968935135,0.4764262545443177,0,,,,,,,0,SAMD15,TRAF6,0,1,1
413513,O95994,P10451,1,0.526829268292683,0.401633503833303,0.4642313860629929,0,,,,,,,0,AGR2,SPP1,0,1,1
413546,P06401,Q96L92,1,0.551219512195122,0.4016329214996549,0.4764262168473884,0,,,,,,,0,PGR,SNX27,1,0,1
413557,P12931,Q9ULT0,1,0.551219512195122,0.4016329352315419,0.476426223713332,0,,,,,,,0,SRC,TTC7A,1,0,1
413925,O43347,Q9Y4K3,1,0.526829268292683,0.4016331566261182,0.4642312124594006,0,,,,,,,0,MSI1,TRAF6,0,1,1
414351,Q96T51,Q9UNN8,1,0.551219512195122,0.4016328870924655,0.4764261996437937,0,,,,,,,0,RUFY1,PROCR,0,1,1
414513,P03372,Q9HBJ7,1,0.526829268292683,0.4016331554146649,0.4642312118536739,0,,,,,,,0,ESR1,USP29,1,0,1
414549,P02461,Q9H2S6,1,0.551219512195122,0.4016328453714957,0.4764261787833088,0,,,,,,,0,COL3A1,TNMD,1,0,1
414991,P28482,Q01538,1,0.551219512195122,0.4016330135930269,0.4764262628940744,0,,,,,,,0,MAPK1,MYT1,1,0,1
415215,O00322,P25940,1,0.551219512195122,0.401632839128044,0.4764261756615829,0,,,,,,,0,UPK1A,COL5A3,0,1,1
415259,P02452,P49756,1,0.5365853658536585,0.4016331662308179,0.4691092660422382,0,,,,,,,0,COL1A1,RBM25,1,0,1
415725,O75340,P12643,1,0.551219512195122,0.4016329721673267,0.4764262421812243,0,,,,,,,0,PDCD6,BMP2,0,1,1
415865,P17612,Q8IY51,1,0.551219512195122,0.4016330076703155,0.4764262599327187,0,,,,,,,0,PRKACA,TIGD4,1,0,1
416073,P25940,Q5SWL8,1,0.551219512195122,0.4016329102507284,0.4764262112229251,0,,,,,,,0,COL5A3,PRAMEF19,1,0,1
416369,Q16539,Q16891,1,0.551219512195122,0.4016330262145123,0.4764262692048171,0,,,,,,,0,MAPK14,IMMT,1,0,1
417100,P12524,Q8NCX0,1,0.551219512195122,0.4016330281700775,0.4764262701825997,0,,,,,,,0,MYCL,CCDC150,1,0,1
417428,P12524,Q5C9Z4,1,0.551219512195122,0.4016330231015384,0.4764262676483302,0,,,,,,,0,MYCL,NOM1,1,0,1
417512,P18075,P58417,1,0.526829268292683,0.4016331079238587,0.4642311881082708,0,,,,,,,0,BMP7,NXPH1,1,0,1
417858,P10415,Q13148,1,0.526829268292683,0.4016332019351693,0.4642312351139261,0,,,,,,,0,BCL2,TARDBP,1,0,1
418131,P05997,Q15293,1,0.551219512195122,0.4016328479443566,0.4764261800697393,0,,,,,,,0,COL5A2,RCN1,1,0,1
418440,Q8NGK3,Q9Y4K3,1,0.551219512195122,0.4016332000535255,0.4764263561243237,0,,,,,,,0,OR52K2,TRAF6,0,1,1
418955,P03372,P03372,1,0.5365853658536585,0.4090847991415381,0.4728350824975983,0,,,,,,,0,ESR1,ESR1,1,1,1
419063,A0A0K0K1G6,P10451,1,0.551219512195122,0.4016331580919175,0.4764263351435197,0,,,,,,,0,TRBV10-3,SPP1,0,1,1
420102,A6NJT0,Q9BQB4,1,0.551219512195122,0.4016329608307701,0.476426236512946,0,,,,,,,0,UNCX,SOST,0,1,1
420834,P05997,P10828,1,0.551219512195122,0.401632894784685,0.4764262034899035,0,,,,,,,0,COL5A2,THRB,1,0,1
421243,P10515,P25940,1,0.551219512195122,0.4016331312485003,0.4764263217218111,0,,,,,,,0,DLAT,COL5A3,0,1,1
421461,P05997,Q8NDC0,1,0.551219512195122,0.4016330149666418,0.4764262635808819,0,,,,,,,0,COL5A2,MAPK1IP1L,1,0,1
421582,O00300,P05997,1,0.551219512195122,0.4016329236498959,0.4764262179225089,0,,,,,,,0,TNFRSF11B,COL5A2,0,1,1
421811,P04198,Q9BRX8,1,0.551219512195122,0.4016331995409984,0.4764263558680602,0,,,,,,,0,MYCN,PRXL2A,1,0,1
422525,P10415,Q14397,1,0.526829268292683,0.4016331845130477,0.4642312264028653,0,,,,,,,0,BCL2,GCKR,1,0,1
422770,Q6YFQ2,Q9BQB4,1,0.526829268292683,0.4016332345981014,0.4642312514453922,0,,,,,,,0,COX6B2,SOST,0,1,1
422815,P25940,Q9BZQ8,1,0.5219512195121951,0.4016813829665291,0.4618163012393621,0,,,,,,,0,COL5A3,NIBAN1,1,0,1
422956,P02818,Q5TDH0,1,0.551219512195122,0.4016330529149533,0.4764262825550376,0,,,,,,,0,BGLAP,DDI2,1,0,1
423515,O75153,P23219,1,0.5219512195121951,0.4016811503993803,0.4618161849557877,0,,,,,,,0,CLUH,PTGS1,0,1,1
423533,O95154,P02452,1,0.551219512195122,0.4016331896079779,0.4764263509015499,0,,,,,,,0,AKR7A3,COL1A1,0,1,1
423581,P19838,Q15648,1,0.551219512195122,0.4016330499397185,0.4764262810674202,0,,,,,,,0,NFKB1,MED1,1,0,1
424743,O75880,P05997,1,0.551219512195122,0.4016327954154128,0.4764261538052674,0,,,,,,,0,SCO1,COL5A2,0,1,1
424919,O15211,P34972,1,0.551219512195122,0.4016330137311154,0.4764262629631187,0,,,,,,,0,RGL2,CNR2,0,1,1
424926,P25940,Q16651,1,0.551219512195122,0.4016328073408153,0.4764261597679686,0,,,,,,,0,COL5A3,PRSS8,1,0,1
424940,P02452,Q5TEU4,1,0.551219512195122,0.4016330637543563,0.4764262879747392,0,,,,,,,0,COL1A1,NDUFAF5,1,0,1
425488,P08123,Q00325,1,0.551219512195122,0.4016330804645095,0.4764262963298157,0,,,,,,,0,COL1A2,SLC25A3,1,0,1
427538,P04198,Q8WZ69,1,0.551219512195122,0.4016331237319157,0.4764263179635188,0,,,,,,,0,MYCN,C11orf40,1,0,1
428108,P04637,P30613,1,0.526829268292683,0.4016330246065753,0.4642311464496291,0,,,,,,,0,TP53,PKLR,1,0,1
428489,Q9BQB4,Q9NQ87,1,0.551219512195122,0.4016330202975347,0.4764262662463283,0,,,,,,,0,SOST,HEYL,1,0,1
428556,P04004,Q15437,1,0.551219512195122,0.401632972615915,0.4764262424055185,0,,,,,,,0,VTN,SEC23B,1,0,1
429427,P04637,Q96EL2,1,0.526829268292683,0.4016333200027301,0.4642312941477065,0,,,,,,,0,TP53,MRPS24,1,0,1
429737,P25940,P50747,1,0.526829268292683,0.4016812389662523,0.4642552536294676,0,,,,,,,0,COL5A3,HLCS,1,0,1
429872,Q04206,Q8NH81,1,0.551219512195122,0.4016334130613874,0.4764264626282547,0,,,,,,,0,RELA,OR10G6,1,0,1
430659,P08123,Q9NPH0,1,0.551219512195122,0.4016329018990978,0.4764262070471099,0,,,,,,,0,COL1A2,ACP6,1,0,1
430776,O14788,Q6A163,1,0.551219512195122,0.4016330542475491,0.4764262832213355,0,,,,,,,0,TNFSF11,KRT39,1,0,1
430912,P05997,Q5SVS4,1,0.551219512195122,0.4016329508249222,0.476426231510022,0,,,,,,,0,COL5A2,SLC25A30,1,0,1
431907,O14788,Q9UN79,1,0.551219512195122,0.4016330959017139,0.4764263040484179,0,,,,,,,0,TNFSF11,SOX13,1,0,1
432960,Q86XN8,Q9BQB4,1,0.551219512195122,0.4016328616856306,0.4764261869403763,0,,,,,,,0,MEX3D,SOST,0,1,1
433018,P05412,P49207,1,0.551219512195122,0.4016329514694018,0.4764262318322619,1,0.0435806831566548,,,,,,0,JUN,RPL34,1,0,1
433432,P0C5J1,P10415,1,0.526829268292683,0.401633459454236,0.4642313638734595,0,,,,,,,0,FAM86B2,BCL2,0,1,1
434745,P04637,Q86UN6,1,0.551219512195122,0.4016331075874383,0.4764263098912801,0,,,,,,,0,TP53,AKAP14,1,0,1
435128,P10451,Q8IV20,1,0.526829268292683,0.401633425166533,0.464231346729608,0,,,,,,,0,SPP1,LACC1,1,0,1
436015,P10451,Q5JQF8,1,0.551219512195122,0.401632920694256,0.4764262164446889,0,,,,,,,0,SPP1,PABPC1L2B,1,0,1
436120,P08123,P51684,1,0.551219512195122,0.4016329741287533,0.4764262431619376,0,,,,,,,0,COL1A2,CCR6,1,0,1
436138,Q16539,Q9NQV8,1,0.551219512195122,0.4016329413082933,0.4764262267517076,0,,,,,,,0,MAPK14,PRDM8,1,0,1
436817,Q04206,Q7Z5L3,1,0.551219512195122,0.40163295375595,0.476426232975536,0,,,,,,,0,RELA,C1QL2,1,0,1
437534,P02818,Q32NC0,1,0.526829268292683,0.4016330726387556,0.4642311704657192,0,,,,,,,0,BGLAP,C18orf21,1,0,1
438385,P10451,P62491,1,0.551219512195122,0.4016330144633585,0.4764262633292402,0,,,,,,,0,SPP1,RAB11A,1,0,1
439771,P31749,Q05823,1,0.551219512195122,0.4016328215274695,0.4764261668612957,0,,,,,,,0,AKT1,RNASEL,1,0,1
439884,P05997,Q14542,1,0.551219512195122,0.4016330385957961,0.476426275395459,0,,,,,,,0,COL5A2,SLC29A2,1,0,1
440779,P10415,Q9P2Y4,1,0.551219512195122,0.4016328105274901,0.476426161361306,0,,,,,,,0,BCL2,ZNF219,1,0,1
441194,O14788,P23327,1,0.551219512195122,0.4016329975824564,0.4764262548887892,0,,,,,,,0,TNFSF11,HRC,1,0,1
442029,P04198,Q7Z6K5,1,0.551219512195122,0.401633101397006,0.476426306796064,0,,,,,,,0,MYCN,ARPIN,1,0,1
442771,O14788,P13010,1,0.551219512195122,0.401632915916512,0.476426214055817,0,,,,,,,0,TNFSF11,XRCC5,1,0,1
442882,P06401,Q86VQ6,1,0.551219512195122,0.4016329770168174,0.4764262446059697,0,,,,,,,0,PGR,TXNRD3,1,0,1
442934,P02461,Q8N448,1,0.551219512195122,0.4016331857630025,0.4764263489790622,0,,,,,,,0,COL3A1,LNX2,1,0,1
443565,P08123,Q9NQI0,1,0.551219512195122,0.4016330731840457,0.4764262926895838,0,,,,,,,0,COL1A2,DDX4,1,0,1
443699,P05997,Q5T2R2,1,0.551219512195122,0.401633037961881,0.4764262750785015,0,,,,,,,0,COL5A2,PDSS1,1,0,1
